xm,ym
1,422.55
2,702.75
3,396.83
4,200.93
5,268.57
6,489.42
7,928.07
8,544.23
9,385.85
10,126.29
11,247.13
12,423.76
13,240.58
14,413.96
15,497.86
16,546.31
17,354.89
18,619.1
19,207.61
20,564.25
21,281.26
22,463.65
23,698.42
24,171.83
25,85.58
26,312.67
27,457.89
28,207.84
29,227.39
30,260.58
31,215.24
32,420.75
33,1125.52
34,124.11
35,388.54
36,253.3
37,164.92
38,281.07
39,588.8
40,183.05
41,218.25
42,226.07
43,242.82
44,294.09
