xm,ym
1,0.62
2,1023.34
3,0.62
4,358.11
5,1340.11
6,1273.09
7,804.73
8,863.89
9,944.66
10,553.4
11,442.89
12,835.71
13,878.67
14,569.95
15,468.64
16,1015.43
17,591.1
18,433.26
19,643.83
20,793.4
21,462.52
22,242.39
23,243.76
24,209.85
25,910.83
