xm,ym
1,292.29
2,267.24
3,458.02
4,445.54
5,351.91
6,349.63
7,327.85
8,617.36
9,331.86
10,378.76
11,515.85
12,224.56
13,179.63
14,320
15,526.23
16,465.68
17,390.69
18,258
19,267.84
20,356.67
21,423.46
22,272.53
23,754.46
24,565.1
25,529.68
26,390.62
27,208.91
28,514.13
29,294.61
30,325.12
31,449.82
32,376
33,341.35
34,139.17
35,717.44
36,301.99
